"cond","SID","survey_name","item","value"
"self","s568","comment","1_comment","Its about the concern and remedy for skin infections and its risk."
"other","s570","comment","1_comment","This matters to people like me because I do not want to die from drinking sugary drinks."
"other","s571","comment","1_comment","Creating your own company to try and cure your own disease is quite an impressive way to go about such a situation. I hope he has success and his efforts may go on to help others dealing with this awful form of cancer."
"self","s572","comment","1_comment","This is an attempt at a climate change plan from Senator Chuck Schumer introducing a $450 billion proposal. The proposals purpose would be to give consumers a voucher allowing them to buy American made trucks and cars that are hybrid. This would be done to help people buy electric cars   while impacting climate change in a positive way."
"other","s574","comment","1_comment","The article is about learning to battle fires that could break out anywhere in the USA."
"other","s575","comment","1_comment","This would help my husband who has high cholesterol."
"self","s576","comment","1_comment","It seems that education about GMOs leads to less opposition. Those uneducated about them are generally more opposed."
"self","s577","comment","1_comment","Being healthy as I get older gets more and more important."
"other","s578","comment","1_comment","This article discusses the benefits of exercise for children and why it can help save the United States billions of dollars per year."
"other","s581","comment","1_comment","This article is about American Car Emissions Rules"
"other","s582","comment","1_comment","Everyone in my family sleeps with a dog in their bed, so this is good to know!"
